"title","company","location_label","tenure_label","salary_min","salary_max","occupation_label","description","search_term","source","creationdate","worktypecode","salary_period","salary_min1","salary_max1","title_clean","description_clean","description_tsv","keywords","address_short","state_abbr","city"
Senior Business Analysts,IT Alliance,"Barton, South Canberra",permanent,,,IT Jobs,"One of our Federal Government clients is looking for Senior Business Analysts in Canberra. We are looking for the following Skills/Experience: Accountable for providing leadership and direction to ensure a high-level of integration and consistency across the business analysis function. Accountable for managing allocated resources, setting work area priorities, workflows, developing strategies and evaluating business outcomes. Manage the design and execution of business process tests, usability …",business analyst,Adzuna API,2026-07-18 14:04:46.000 +0700,part_time,,,,Senior Business Analysts,"One of our Federal Government clients is looking for Senior Business Analysts in Canberra. We are looking for the following Skills/Experience: Accountable for providing leadership and direction to ensure a high-level of integration and consistency across the business analysis function. Accountable for managing allocated resources, setting work area priorities, workflows, developing strategies and evaluating business outcomes. Manage the design and execution of business process tests, usability …","'account':22,43 'across':38 'alloc':46 'analysi':41 'analyst':12 'area':50 'busi':11,40,57,65 'canberra':14 'client':6 'consist':37 'design':61 'develop':53 'direct':27 'ensur':29 'evalu':56 'execut':63 'feder':4 'follow':20 'function':42 'govern':5 'high':32 'high-level':31 'integr':35 'leadership':25 'level':33 'look':8,17 'manag':45,59 'one':1 'outcom':58 'prioriti':51 'process':66 'provid':24 'resourc':47 'senior':10 'set':48 'skills/experience':21 'strategi':54 'test':67 'usabl':68 'work':49 'workflow':52 '…':69","{account,across,alloc,analysi,analyst,area,busi,canberra,client,consist,design,develop,direct,ensur,evalu,execut,feder,follow,function,govern,high,high-level,integr,leadership,level,look,manag,one,outcom,prioriti,process,provid,resourc,senior,set,skills/experience,strategi,test,usabl,work,workflow,…}","Canberra, ACT",ACT,Canberra
Technical Business Analyst,Conduent,"Melbourne CBD, Melbourne",not_specified,,,IT Jobs,"Description As a Technical Business Analyst, you will work within Ticketing Operations, supporting Operations Technology team to define, document and support the implementation of the new myki ticketing system across Victoria. This is a new, exciting and challenging role requiring someone who thrives on change, is flexible and can easily manage competing priorities. You will ideally have a systems analyst or consulting background, working with internal Operations teams, both overseas and local …",business analyst,Adzuna API,2026-07-01 17:53:26.000 +0700,not specified,,,,Technical Business Analyst,"Description As a Technical Business Analyst, you will work within Ticketing Operations, supporting Operations Technology team to define, document and support the implementation of the new myki ticketing system across Victoria. This is a new, exciting and challenging role requiring someone who thrives on change, is flexible and can easily manage competing priorities. You will ideally have a systems analyst or consulting background, working with internal Operations teams, both overseas and local …","'across':30 'analyst':6,60 'background':63 'busi':5 'challeng':38 'chang':45 'compet':52 'consult':62 'defin':18 'descript':1 'document':19 'easili':50 'excit':36 'flexibl':47 'ideal':56 'implement':23 'intern':66 'local':72 'manag':51 'myki':27 'new':26,35 'oper':12,14,67 'oversea':70 'prioriti':53 'requir':40 'role':39 'someon':41 'support':13,21 'system':29,59 'team':16,68 'technic':4 'technolog':15 'thrive':43 'ticket':11,28 'victoria':31 'within':10 'work':9,64 '…':73","{across,analyst,background,busi,challeng,chang,compet,consult,defin,descript,document,easili,excit,flexibl,ideal,implement,intern,local,manag,myki,new,oper,oversea,prioriti,requir,role,someon,support,system,team,technic,technolog,thrive,ticket,victoria,within,work,…}","Melbourne, VIC",VIC,Melbourne
SENIOR PROJECT OFFICER DATA ANALYST,Department of Human Services SA,"Adelaide CBD, Adelaide",permanent,,,IT Jobs,"Job Reference: 2HB63393 Eligibility: External Vacancy – Open to Everyone Division: Ageing‚ Disability Policy and Safeguarding Location: Adelaide Salary Range: 105,747-111,854 Classification: ASO6 Engagement Type: Term Contract Closing Date: 01 Aug 2026 Role Highlights Convenient CBD location Diverse and inclusive culture Flexible working arrangements available Here at the Department of Human Services (DHS), we strive to deliver modern programs, services and policy that strengthen communities an…",data analyst,Adzuna API,2026-07-26 16:48:53.000 +0700,part_time,,,,,"Job Reference: 2HB63393 Eligibility: External Vacancy – Open to Everyone Division: Ageing‚ Disability Policy and Safeguarding Location: Adelaide Salary Range: 105,747-111,854 Classification: ASO6 Engagement Type: Term Contract Closing Date: 01 Aug 2026 Role Highlights Convenient CBD location Diverse and inclusive culture Flexible working arrangements available Here at the Department of Human Services (DHS), we strive to deliver modern programs, services and policy that strengthen communities an…","'-111':23 '01':33 '105':21 '2026':35 '2hb63393':3 '747':22 '854':24 'adelaid':18 'ageing‚':12 'an…':69 'arrang':47 'aso6':26 'aug':34 'avail':48 'cbd':39 'classif':25 'close':31 'communiti':68 'contract':30 'conveni':38 'cultur':44 'date':32 'deliv':60 'depart':52 'dhs':56 'disabl':13 'divers':41 'divis':11 'elig':4 'engag':27 'everyon':10 'extern':5 'flexibl':45 'highlight':37 'human':54 'inclus':43 'job':1 'locat':17,40 'modern':61 'open':8 'polici':14,65 'program':62 'rang':20 'refer':2 'role':36 'safeguard':16 'salari':19 'servic':55,63 'strengthen':67 'strive':58 'term':29 'type':28 'vacanc':6 'work':46 '–':7","{-111,01,105,2026,2hb63393,747,854,adelaid,ageing‚,an…,arrang,aso6,aug,avail,cbd,classif,close,communiti,contract,conveni,cultur,date,deliv,depart,dhs,disabl,divers,divis,elig,engag,everyon,extern,flexibl,highlight,human,inclus,job,locat,modern,open,polici,program,rang,refer,role,safeguard,salari,servic,strengthen,strive,term,type,vacanc,work,–}","Adelaide, SA",SA,Adelaide
Enterprise Data Analyst,Unitywater,"Kawungan, Fraser Coast",permanent,,,IT Jobs,"Partner with leaders to solve complex business challenges through data.Build insights that drive performance, transparency and continuous improvementAccess flexible and hybrid work arrangements that support work-life balance. About the role: Are you passionate about turning data into meaningful insights that influence strategic decisions? As our Enterprise Data Analyst, you'll play a pivotal role in helping leaders across Unitywater make smarter, evidence-based decisions that improve performanc…",data analyst,Adzuna API,2026-07-18 14:04:53.000 +0700,full_time,,,,Enterprise Data Analyst,"Partner with leaders to solve complex business challenges through data.Build insights that drive performance, transparency and continuous improvementAccess flexible and hybrid work arrangements that support work-life balance. About the role: Are you passionate about turning data into meaningful insights that influence strategic decisions? As our Enterprise Data Analyst, you'll play a pivotal role in helping leaders across Unitywater make smarter, evidence-based decisions that improve performanc…","'across':60 'analyst':50 'arrang':23 'balanc':29 'base':66 'busi':7 'challeng':8 'complex':6 'continu':17 'data':38,49 'data.build':10 'decis':45,67 'drive':13 'enterpris':48 'evid':65 'evidence-bas':64 'flexibl':19 'help':58 'hybrid':21 'improv':69 'improvementaccess':18 'influenc':43 'insight':11,41 'leader':3,59 'life':28 'll':52 'make':62 'meaning':40 'partner':1 'passion':35 'perform':14 'performanc…':70 'pivot':55 'play':53 'role':32,56 'smarter':63 'solv':5 'strateg':44 'support':25 'transpar':15 'turn':37 'unitywat':61 'work':22,27 'work-lif':26","{across,analyst,arrang,balanc,base,busi,challeng,complex,continu,data,data.build,decis,drive,enterpris,evid,evidence-bas,flexibl,help,hybrid,improv,improvementaccess,influenc,insight,leader,life,ll,make,meaning,partner,passion,perform,performanc…,pivot,play,role,smarter,solv,strateg,support,transpar,turn,unitywat,work,work-lif}",,,Kawungan
Senior Business Analyst,Harvey Norman,"Sydney, Sydney Region",not_specified,,,IT Jobs,"Opportunities to make discounted purchases on a great range of products. Based at Homebush West, free on-site parking or a 10-minute walk from Flemington station. Experience working within a diverse, unique, and successful global organisation. Harvey Norman’s Information Technology Department’s core focus is to deliver innovative IT solutions by delivering crucial projects to achieve the strategic goals of the business. About the role Reporting to the Business Analyst Manager and based on-site …",business analyst,Adzuna API,2026-07-04 17:59:11.000 +0700,full_time,,,,Senior Business Analyst,"Opportunities to make discounted purchases on a great range of products. Based at Homebush West, free on-site parking or a 10-minute walk from Flemington station. Experience working within a diverse, unique, and successful global organisation. Harvey Norman’s Information Technology Department’s core focus is to deliver innovative IT solutions by delivering crucial projects to achieve the strategic goals of the business. About the role Reporting to the Business Analyst Manager and based on-site …","'10':23 'achiev':57 'analyst':71 'base':12,74 'busi':63,70 'core':44 'crucial':54 'deliv':48,53 'department’':43 'discount':4 'divers':33 'experi':29 'flemington':27 'focus':45 'free':16 'global':37 'goal':60 'great':8 'harvey':39 'homebush':14 'inform':41 'innov':49 'make':3 'manag':72 'minut':24 'norman’':40 'on-sit':17,75 'opportun':1 'organis':38 'park':20 'product':11 'project':55 'purchas':5 'rang':9 'report':67 'role':66 'site':19,77 'solut':51 'station':28 'strateg':59 'success':36 'technolog':42 'uniqu':34 'walk':25 'west':15 'within':31 'work':30 '…':78","{10,achiev,analyst,base,busi,core,crucial,deliv,department’,discount,divers,experi,flemington,focus,free,global,goal,great,harvey,homebush,inform,innov,make,manag,minut,norman’,on-sit,opportun,organis,park,product,project,purchas,rang,report,role,site,solut,station,strateg,success,technolog,uniqu,walk,west,within,work,…}","Sydney, NSW",NSW,Sydney
"Business Analyst, IT",The University of Notre Dame Australia,"Perth Region, Western Australia",not_specified,,,IT Jobs,"Description Business Analyst , IT Fremantle Campus Full-time , Continuing c ontract Friendly and collaborative environment Rewarding opportunity $ 116,688 pa ( level 8)  15% superannuation About the university We believe in the power of education to transform lives, strengthen communities and help people become the best version of themselves. The University of Notre Dame Australia is a modern, national Catholic university that serves more than 12,000 students across its campuses in Fremantle, B…",business analyst,Adzuna API,2026-07-16 18:04:58.000 +0700,full_time,,,,Business Analyst,"Description Business Analyst , IT Fremantle Campus Full-time , Continuing c ontract Friendly and collaborative environment Rewarding opportunity $ 116,688 pa ( level 8) 15% superannuation About the university We believe in the power of education to transform lives, strengthen communities and help people become the best version of themselves. The University of Notre Dame Australia is a modern, national Catholic university that serves more than 12,000 students across its campuses in Fremantle, B…","'000':67 '116':19 '12':66 '15':24 '688':20 '8':23 'across':69 'analyst':3 'australia':55 'becom':44 'believ':30 'best':46 'busi':2 'b…':74 'c':11 'campus':6,71 'cathol':60 'collabor':15 'communiti':40 'continu':10 'dame':54 'descript':1 'educ':35 'environ':16 'fremantl':5,73 'friend':13 'full':8 'full-tim':7 'help':42 'level':22 'live':38 'modern':58 'nation':59 'notr':53 'ontract':12 'opportun':18 'pa':21 'peopl':43 'power':33 'reward':17 'serv':63 'strengthen':39 'student':68 'superannu':25 'time':9 'transform':37 'univers':28,51,61 'version':47","{000,116,12,15,688,8,across,analyst,australia,becom,believ,best,busi,b…,c,campus,cathol,collabor,communiti,continu,dame,descript,educ,environ,fremantl,friend,full,full-tim,help,level,live,modern,nation,notr,ontract,opportun,pa,peopl,power,reward,serv,strengthen,student,superannu,time,transform,univers,version}","Perth, WA",WA,Perth
ICT Business Analyst,Recruitment Innovations,"Mangerton, Wollongong Area",permanent,,,IT Jobs,"Job Info Location: BULLI, NSW Salary: Not Specified Job Type: Permanent position | Full time position Job Description David Brown Santasalo is a global leader in engineered gear systems, serving industries from mining to manufacturing. We are seeking for a dynamic ICT Business Analyst in our Australian office in Bulli, NSW Key Responsibilities Partner with business units to gather, analyze, and document requirements. Evaluate existing systems and recommend improvements or new solutions. Develop…",business analyst,Adzuna API,2026-07-03 16:13:20.000 +0700,part_time,,,,ICT Business Analyst,"Job Info Location: BULLI, NSW Salary: Not Specified Job Type: Permanent position | Full time position Job Description David Brown Santasalo is a global leader in engineered gear systems, serving industries from mining to manufacturing. We are seeking for a dynamic ICT Business Analyst in our Australian office in Bulli, NSW Key Responsibilities Partner with business units to gather, analyze, and document requirements. Evaluate existing systems and recommend improvements or new solutions. Develop…","'analyst':43 'analyz':59 'australian':46 'brown':19 'bulli':4,49 'busi':42,55 'david':18 'descript':17 'develop…':72 'document':61 'dynam':40 'engin':26 'evalu':63 'exist':64 'full':13 'gather':58 'gear':27 'global':23 'ict':41 'improv':68 'industri':30 'info':2 'job':1,9,16 'key':51 'leader':24 'locat':3 'manufactur':34 'mine':32 'new':70 'nsw':5,50 'offic':47 'partner':53 'perman':11 'posit':12,15 'recommend':67 'requir':62 'respons':52 'salari':6 'santasalo':20 'seek':37 'serv':29 'solut':71 'specifi':8 'system':28,65 'time':14 'type':10 'unit':56","{analyst,analyz,australian,brown,bulli,busi,david,descript,develop…,document,dynam,engin,evalu,exist,full,gather,gear,global,ict,improv,industri,info,job,key,leader,locat,manufactur,mine,new,nsw,offic,partner,perman,posit,recommend,requir,respons,salari,santasalo,seek,serv,solut,specifi,system,time,type,unit}",,,Mangerton
SENIOR PROJECT OFFICER DATA ANALYST,Department of Human Services SA,"Adelaide CBD, Adelaide",permanent,,,HR & Recruitment Jobs,"Job Reference: 1V4BE9F6 Eligibility: Not Applicable Division: Ageing‚ Disability Policy and Safeguarding Location: Adelaide Salary Range: 102,171-108,071 Classification: ASO6 Engagement Type: Term Contract Closing Date: 10 Jul 2026 Role Highlights Convenient CBD location Diverse and inclusive culture Flexible working arrangements available Here at the Department of Human Services (DHS), we strive to deliver modern programs, services and policy that strengthen communities and enable South Austra…",data analyst,Adzuna API,2026-07-04 16:21:51.000 +0700,part_time,,,,,"Job Reference: 1V4BE9F6 Eligibility: Not Applicable Division: Ageing‚ Disability Policy and Safeguarding Location: Adelaide Salary Range: 102,171-108,071 Classification: ASO6 Engagement Type: Term Contract Closing Date: 10 Jul 2026 Role Highlights Convenient CBD location Diverse and inclusive culture Flexible working arrangements available Here at the Department of Human Services (DHS), we strive to deliver modern programs, services and policy that strengthen communities and enable South Austra…","'-108':19 '071':20 '10':29 '102':17 '171':18 '1v4be9f6':3 '2026':31 'adelaid':14 'ageing‚':8 'applic':6 'arrang':43 'aso6':22 'austra…':68 'avail':44 'cbd':35 'classif':21 'close':27 'communiti':64 'contract':26 'conveni':34 'cultur':40 'date':28 'deliv':56 'depart':48 'dhs':52 'disabl':9 'divers':37 'divis':7 'elig':4 'enabl':66 'engag':23 'flexibl':41 'highlight':33 'human':50 'inclus':39 'job':1 'jul':30 'locat':13,36 'modern':57 'polici':10,61 'program':58 'rang':16 'refer':2 'role':32 'safeguard':12 'salari':15 'servic':51,59 'south':67 'strengthen':63 'strive':54 'term':25 'type':24 'work':42","{-108,071,10,102,171,1v4be9f6,2026,adelaid,ageing‚,applic,arrang,aso6,austra…,avail,cbd,classif,close,communiti,contract,conveni,cultur,date,deliv,depart,dhs,disabl,divers,divis,elig,enabl,engag,flexibl,highlight,human,inclus,job,jul,locat,modern,polici,program,rang,refer,role,safeguard,salari,servic,south,strengthen,strive,term,type,work}","Adelaide, SA",SA,Adelaide
Data Analyst- Enterprise Reporting and Remediation,Defence Bank,"Melbourne, Melbourne Region",permanent,,,Accounting & Finance Jobs,"About us. A unique life requires a unique bank. Defence Bank is a member‑owned bank with a proud history of serving the Australian Defence community for over 50 years. With 26 branches across Australia and our award-winning app, Defence Bank is where our members need us – anywhere, anytime. The bank provides financial products and services to the Australian Defence Force and its unique community, reinvesting profits for the benefit of our members. We are a leader in our sector and our people le…",data analyst,Adzuna API,2026-07-25 14:33:30.000 +0700,full_time,,,,Data Analyst,"About us. A unique life requires a unique bank. Defence Bank is a member‑owned bank with a proud history of serving the Australian Defence community for over 50 years. With 26 branches across Australia and our award-winning app, Defence Bank is where our members need us – anywhere, anytime. The bank provides financial products and services to the Australian Defence Force and its unique community, reinvesting profits for the benefit of our members. We are a leader in our sector and our people le…","'26':31 '50':28 'across':33 'anytim':51 'anywher':50 'app':40 'australia':34 'australian':23,61 'award':38 'award-win':37 'bank':9,11,15,42,53 'benefit':72 'branch':32 'communiti':25,67 'defenc':10,24,41,62 'financi':55 'forc':63 'histori':19 'leader':79 'le…':86 'life':5 'member':46,75 'member‑own':14 'need':47 'peopl':85 'product':56 'profit':69 'proud':18 'provid':54 'reinvest':68 'requir':6 'sector':82 'serv':21 'servic':58 'uniqu':4,8,66 'us':2,48 'win':39 'year':29 '–':49","{26,50,across,anytim,anywher,app,australia,australian,award,award-win,bank,benefit,branch,communiti,defenc,financi,forc,histori,leader,le…,life,member,member‑own,need,peopl,product,profit,proud,provid,reinvest,requir,sector,serv,servic,uniqu,us,win,year,–}","Melbourne, VIC",VIC,Melbourne
Planning Analytics Consultant,Reo Group,"North Sydney, North Sydney Area",not_specified,,,IT Jobs,"Job Description Location: Perth, Australia Salary Package: Competitive salary on offer Role Highlights: Shift your career into the next gear by joining this international technology consultancy who specialise in the Planning Analytics space. Role Overview As a Planning Analytics Consultant, you will work closely with clients to design and implement customised ERP solutions. Each month, you'll ensure that projects are delivered on time, identify risks, and seek out opportunities for growth. On a…",analytics consultant,Adzuna API,2026-04-12 17:15:38.000 +0700,full_time,,,,Planning Analytics Consultant,"Job Description Location: Perth, Australia Salary Package: Competitive salary on offer Role Highlights: Shift your career into the next gear by joining this international technology consultancy who specialise in the Planning Analytics space. Role Overview As a Planning Analytics Consultant, you will work closely with clients to design and implement customised ERP solutions. Each month, you'll ensure that projects are delivered on time, identify risks, and seek out opportunities for growth. On a…","'analyt':32,39 'australia':5 'a…':74 'career':16 'client':46 'close':44 'competit':8 'consult':26,40 'customis':51 'deliv':62 'descript':2 'design':48 'ensur':58 'erp':52 'gear':20 'growth':72 'highlight':13 'identifi':65 'implement':50 'intern':24 'job':1 'join':22 'll':57 'locat':3 'month':55 'next':19 'offer':11 'opportun':70 'overview':35 'packag':7 'perth':4 'plan':31,38 'project':60 'risk':66 'role':12,34 'salari':6,9 'seek':68 'shift':14 'solut':53 'space':33 'specialis':28 'technolog':25 'time':64 'work':43","{analyt,australia,a…,career,client,close,competit,consult,customis,deliv,descript,design,ensur,erp,gear,growth,highlight,identifi,implement,intern,job,join,ll,locat,month,next,offer,opportun,overview,packag,perth,plan,project,risk,role,salari,seek,shift,solut,space,specialis,technolog,time,work}","Sydney, NSW",NSW,Sydney
"Senior Data Analyst, Student Load Planning",Griffith University,"Nathan, Brisbane",not_specified,,,Accounting & Finance Jobs,"Job Description About the Opportunity Do you enjoy turning complex data into insights that influence strategic decisions? As Senior Data Analyst, Student Load Planning, you will play an important role in helping the University understand future student demand, forecast student load and revenue outcomes, and support strategic planning decisions across the institution. This position sits within Finance in a specialist planning and performance team that provides forecasting, analysis and insights …",data analyst,Adzuna API,2026-07-25 12:35:36.000 +0700,not specified,,,,Senior Data Analyst,"Job Description About the Opportunity Do you enjoy turning complex data into insights that influence strategic decisions? As Senior Data Analyst, Student Load Planning, you will play an important role in helping the University understand future student demand, forecast student load and revenue outcomes, and support strategic planning decisions across the institution. This position sits within Finance in a specialist planning and performance team that provides forecasting, analysis and insights …","'across':50 'analysi':68 'analyst':21 'complex':10 'data':11,20 'decis':17,49 'demand':38 'descript':2 'enjoy':8 'financ':57 'forecast':39,67 'futur':36 'help':32 'import':29 'influenc':15 'insight':13,70 'institut':52 'job':1 'load':23,41 'opportun':5 'outcom':44 'perform':63 'plan':24,48,61 'play':27 'posit':54 'provid':66 'revenu':43 'role':30 'senior':19 'sit':55 'specialist':60 'strateg':16,47 'student':22,37,40 'support':46 'team':64 'turn':9 'understand':35 'univers':34 'within':56 '…':71","{across,analysi,analyst,complex,data,decis,demand,descript,enjoy,financ,forecast,futur,help,import,influenc,insight,institut,job,load,opportun,outcom,perform,plan,play,posit,provid,revenu,role,senior,sit,specialist,strateg,student,support,team,turn,understand,univers,within,…}","Brisbane, QLD",QLD,Brisbane
Senior Business Analyst,Compass Group,"Perth, Perth Region",not_specified,,,IT Jobs,"Senior Business Analyst Perth office based, Newcastle Street, East Perth, 6000 Reporting to the BU Executive General Manager Exposure to complex, multi-site environments, including WAIO and OD environments Hybrid working model (2 days working from home & 3 days working in the office) Compass Group is listed on the London Stock Exchange (Top 20) and is the global market leader in providing food and a range of support services to customers in the workplace, schools and colleges, hospitals, at lei…",business analyst,Adzuna API,2026-06-25 17:55:37.000 +0700,full_time,,,,Senior Business Analyst,"Senior Business Analyst Perth office based, Newcastle Street, East Perth, 6000 Reporting to the BU Executive General Manager Exposure to complex, multi-site environments, including WAIO and OD environments Hybrid working model (2 days working from home & 3 days working in the office) Compass Group is listed on the London Stock Exchange (Top 20) and is the global market leader in providing food and a range of support services to customers in the workplace, schools and colleges, hospitals, at lei…","'2':34 '20':55 '3':39 '6000':11 'analyst':3 'base':6 'bu':15 'busi':2 'colleg':78 'compass':45 'complex':21 'custom':72 'day':35,40 'east':9 'environ':25,30 'exchang':53 'execut':16 'exposur':19 'food':64 'general':17 'global':59 'group':46 'home':38 'hospit':79 'hybrid':31 'includ':26 'leader':61 'lei…':81 'list':48 'london':51 'manag':18 'market':60 'model':33 'multi':23 'multi-sit':22 'newcastl':7 'od':29 'offic':5,44 'perth':4,10 'provid':63 'rang':67 'report':12 'school':76 'senior':1 'servic':70 'site':24 'stock':52 'street':8 'support':69 'top':54 'waio':27 'work':32,36,41 'workplac':75","{2,20,3,6000,analyst,base,bu,busi,colleg,compass,complex,custom,day,east,environ,exchang,execut,exposur,food,general,global,group,home,hospit,hybrid,includ,leader,lei…,list,london,manag,market,model,multi,multi-sit,newcastl,od,offic,perth,provid,rang,report,school,senior,servic,site,stock,street,support,top,waio,work,workplac}","Perth, WA",WA,Perth
Business Intelligence Analyst,HAYS,"Sydney CBD, Sydney",permanent,,,IT Jobs,"Support the broader business by providing meaningful and actionable data Your new company At Hays, we believe in being long-term partners with our people, as well as our customers. Together, we will work for your tomorrow, and the possibilities are endless. With over 50 years of business success, we have built a reputation as the world leader in specialist recruitment and workforce solutions. Joining Hays isnt just being part of a global business leader; were also the industry leading recruitin…",business intelligence analyst,Adzuna API,2026-07-14 17:01:40.000 +0700,full_time,,,,Business Intelligence Analyst,"Support the broader business by providing meaningful and actionable data Your new company At Hays, we believe in being long-term partners with our people, as well as our customers. Together, we will work for your tomorrow, and the possibilities are endless. With over 50 years of business success, we have built a reputation as the world leader in specialist recruitment and workforce solutions. Joining Hays isnt just being part of a global business leader; were also the industry leading recruitin…","'50':46 'action':9 'also':78 'believ':17 'broader':3 'built':53 'busi':4,49,75 'compani':13 'custom':31 'data':10 'endless':43 'global':74 'hay':15,67 'industri':80 'isnt':68 'join':66 'lead':81 'leader':59,76 'long':21 'long-term':20 'meaning':7 'new':12 'part':71 'partner':23 'peopl':26 'possibl':41 'provid':6 'recruit':62 'recruitin…':82 'reput':55 'solut':65 'specialist':61 'success':50 'support':1 'term':22 'togeth':32 'tomorrow':38 'well':28 'work':35 'workforc':64 'world':58 'year':47","{50,action,also,believ,broader,built,busi,compani,custom,data,endless,global,hay,industri,isnt,join,lead,leader,long,long-term,meaning,new,part,partner,peopl,possibl,provid,recruit,recruitin…,reput,solut,specialist,success,support,term,togeth,tomorrow,well,work,workforc,world,year}","Sydney, NSW",NSW,Sydney
Salesforce Business Analyst,Pyramid Global Technologies,"Victoria, Australia",not_specified,,,IT Jobs,"About the job Salesforce Business Analyst Job Description for Salesforce Business Analyst in Melbourne ● Documenting baseline information and requirements ● Developing and defining project roadmaps / workstreams in conjunction with program lead and delivery teams ● Tracking delivery progress of documented To Be requirements ● Liaising with teams, managers and stakeholders ● Analyzing Salesforce implementations ● Applying relevant / best practice methodology for the business ● Solving issues dur…",business analyst,Adzuna API,2026-03-02 21:46:00.000 +0700,full_time,,,,Salesforce Business Analyst,"About the job Salesforce Business Analyst Job Description for Salesforce Business Analyst in Melbourne ● Documenting baseline information and requirements ● Developing and defining project roadmaps / workstreams in conjunction with program lead and delivery teams ● Tracking delivery progress of documented To Be requirements ● Liaising with teams, managers and stakeholders ● Analyzing Salesforce implementations ● Applying relevant / best practice methodology for the business ● Solving issues dur…","'analyst':6,12 'analyz':53 'appli':57 'baselin':17 'best':59 'busi':5,11,64 'conjunct':29 'defin':24 'deliveri':34,38 'descript':8 'develop':22 'document':16,41 'dur…':68 'implement':55 'inform':18 'issu':67 'job':3,7 'lead':32 'liais':46 'manag':49 'melbourn':14 'methodolog':61 'practic':60 'program':31 'progress':39 'project':25 'relev':58 'requir':20,44 'roadmap':26 'salesforc':4,10,54 'solv':66 'stakehold':51 'team':35,48 'track':37 'workstream':27 '●':15,21,36,45,52,56,65","{analyst,analyz,appli,baselin,best,busi,conjunct,defin,deliveri,descript,develop,document,dur…,implement,inform,issu,job,lead,liais,manag,melbourn,methodolog,practic,program,progress,project,relev,requir,roadmap,salesforc,solv,stakehold,team,track,workstream,●}",,,Victoria
DISTRIBUTION MANAGER / ACCOUNTANT / ICT BUSINESS ANALYST,Local truck company,"Mildura Region, Victoria",permanent,75000,125000,Logistics & Warehouse Jobs,"About the business Local truck company, located in regional areas is now seeking for a full time Distribution Manager / ICT Business Analyst / Accountant to join our growing team. About the role Duties/Responsibilities: For Distribution Manager Design efficient distribution strategies to meet customer demands Lead and manage a diverse distribution team, including drivers, warehouse and administrative staffs; set performance goals, provide guidance, and assess team performance regularly. Optimiz…",business analyst,Adzuna API,2026-07-03 20:54:26.000 +0700,full_time,per/year,75000.00,125000.00,,"About the business Local truck company, located in regional areas is now seeking for a full time Distribution Manager / ICT Business Analyst / Accountant to join our growing team. About the role Duties/Responsibilities: For Distribution Manager Design efficient distribution strategies to meet customer demands Lead and manage a diverse distribution team, including drivers, warehouse and administrative staffs; set performance goals, provide guidance, and assess team performance regularly. Optimiz…","'account':23 'administr':55 'analyst':22 'area':10 'assess':63 'busi':3,21 'compani':6 'custom':42 'demand':43 'design':36 'distribut':18,34,38,49 'divers':48 'driver':52 'duties/responsibilities':32 'effici':37 'full':16 'goal':59 'grow':27 'guidanc':61 'ict':20 'includ':51 'join':25 'lead':44 'local':4 'locat':7 'manag':19,35,46 'meet':41 'optimiz…':67 'perform':58,65 'provid':60 'region':9 'regular':66 'role':31 'seek':13 'set':57 'staff':56 'strategi':39 'team':28,50,64 'time':17 'truck':5 'warehous':53","{account,administr,analyst,area,assess,busi,compani,custom,demand,design,distribut,divers,driver,duties/responsibilities,effici,full,goal,grow,guidanc,ict,includ,join,lead,local,locat,manag,meet,optimiz…,perform,provid,region,regular,role,seek,set,staff,strategi,team,time,truck,warehous}",,,Mildura Region
ICT Business Analyst,Melius Hospitality Pty Ltd,"Lansvale, Liverpool Area",not_specified,65000,65000,IT Jobs,"ICT Business Analyst MELIUS HOSPITALITY PTY LTD is seeking a suitably qualified and motivated ICT Business Analyst to support the company’s business systems, digital platforms, and operational technology needs. About the RoleThe ICT Business Analyst will work closely with management and key stakeholders to analyse business operations, identify system requirements, and support the implementation and ongoing improvement of ICT solutions. This role focuses on ensuring that technology systems effec…",business analyst,Adzuna API,2026-03-02 21:46:50.000 +0700,full_time,per/year,65000.00,65000.00,ICT Business Analyst,"ICT Business Analyst MELIUS HOSPITALITY PTY LTD is seeking a suitably qualified and motivated ICT Business Analyst to support the company’s business systems, digital platforms, and operational technology needs. About the RoleThe ICT Business Analyst will work closely with management and key stakeholders to analyse business operations, identify system requirements, and support the implementation and ongoing improvement of ICT solutions. This role focuses on ensuring that technology systems effec…","'analys':45 'analyst':3,17,35 'busi':2,16,22,34,46 'close':38 'company’':21 'digit':24 'effec…':69 'ensur':65 'focus':63 'hospit':5 'ict':1,15,33,59 'identifi':48 'implement':54 'improv':57 'key':42 'ltd':7 'manag':40 'melius':4 'motiv':14 'need':29 'ongo':56 'oper':27,47 'platform':25 'pti':6 'qualifi':12 'requir':50 'role':62 'roleth':32 'seek':9 'solut':60 'stakehold':43 'suitabl':11 'support':19,52 'system':23,49,68 'technolog':28,67 'work':37","{analys,analyst,busi,close,company’,digit,effec…,ensur,focus,hospit,ict,identifi,implement,improv,key,ltd,manag,melius,motiv,need,ongo,oper,platform,pti,qualifi,requir,role,roleth,seek,solut,stakehold,suitabl,support,system,technolog,work}",,,Lansvale
